"0","2316"
"0","806"
"0","19051"
"1","12382"
"1","5813"
"1","15566"
"1","14720"
"1","4016"
"2","8925"
"3","15865"
"3","10392"
"3","6802"
"4","11183"
"4","14231"
"4","5693"
"4","2778"
"4","15177"
"4","11308"
"4","16186"
"7","1207"
"7","2990"
"7","4177"
"7","13717"
"7","12598"
"7","18727"
"7","13818"
"7","15380"
"8","10421"
"8","2795"
"8","16309"
"8","15491"
"8","11064"
"8","2491"
"8","19160"
"8","4975"
"9","15798"
"9","11141"
"9","10611"
"9","13612"
"9","16329"
"10","16414"
"10","10354"
"10","5303"
"10","3431"
"11","7694"
"11","12092"
"11","11778"
"11","7950"
"11","18975"
"13","9147"
"13","472"
"13","385"
"14","1189"
"14","11554"
"14","10623"
"15","14379"
"15","18290"
"15","1828"
"15","8156"
"15","9392"
"15","11268"
"16","6630"
"17","15305"
"17","14916"
"17","7357"
"17","2633"
"17","15276"
"18","13584"
"18","9050"
"18","10194"
"18","8818"
"19","11176"
"19","9812"
"19","8199"
"19","5897"
"20","7809"
"20","12783"
"21","2115"
"22","5696"
"22","17609"
"22","4274"
"22","2302"
"22","5590"
"22","2474"
"22","17480"
"22","10972"
"24","10407"
"24","17931"
"24","1206"
"24","18420"
"24","10340"
"24","3919"
"24","19827"
"24","9851"
"24","10146"
"25","9156"
"25","7554"
"25","17204"
"25","2261"
"26","18386"
"26","1069"
"26","9792"
"26","10789"
"27","11784"
"27","13155"
"27","455"
"27","17664"
"27","13125"
"27","13256"
"27","8531"
"27","18464"
"28","6935"
"28","10468"
"28","10688"
"28","12445"
"28","13692"
"28","4963"
"29","11644"
"29","3259"
"29","14852"
"29","15677"
"29","13114"
"29","5628"
"29","1588"
"29","13787"
"30","18206"
"30","17011"
"30","9361"
"30","6418"
"30","14805"
"30","12791"
"32","12366"
"32","12692"
"32","13437"
"33","3706"
"33","7891"
"33","17764"
"33","6475"
"33","5165"
"33","19108"
"34","19911"
"34","8593"
"35","8881"
"35","12535"
"35","7014"
"35","17565"
"35","19028"
"35","3863"
"35","13694"
"36","2310"
"36","1012"
"36","9007"
"37","18646"
"37","18287"
"37","5743"
"38","4130"
"38","3518"
"39","14076"
"39","7614"
"39","11086"
"39","8767"
"39","12743"
"39","3216"
"39","1037"
"39","10694"
"39","11341"
"40","15381"
"40","3380"
"40","14205"
"40","13522"
"40","6593"
"40","5119"
"40","2120"
"40","1773"
"41","15226"
"41","13177"
"41","17572"
"41","2920"
"41","19926"
"41","3938"
"42","19510"
"42","12380"
"42","17052"
"42","6685"
"42","14138"
"42","547"
"42","7917"
"42","8217"
"42","866"
"43","8282"
"43","18348"
"44","11843"
"44","12638"
"44","232"
"44","8819"
"44","17202"
"44","17044"
"46","13874"
"46","18765"
"46","4659"
"47","16256"
"48","5502"
"48","16206"
"48","12501"
"48","16153"
"48","6468"
"48","11061"
"49","1449"
"49","18052"
"49","8556"
"49","15184"
"49","13499"
"49","7473"
"49","10194"
"49","3505"
"49","10699"
"50","14091"
"50","1923"
"50","6064"
"50","4980"
"50","16835"
"50","14448"
"50","15223"
"50","1589"
"50","6019"
"51","18056"
"51","8108"
"52","12559"
"52","12812"
"52","13624"
"52","2101"
"52","7096"
"52","19429"
"52","3087"
"52","17429"
"52","3873"
"53","9696"
"53","10524"
"53","1235"
"53","19422"
"53","5659"
"53","11987"
"53","2318"
"53","9698"
"54","9419"
"54","14466"
"54","14121"
"54","11891"
"54","12696"
"54","7687"
"55","4647"
"55","16345"
"55","13002"
"56","2814"
"56","8903"
"56","14554"
"56","13638"
"56","16194"
"56","10840"
"57","6396"
"57","12239"
"58","4706"
"58","2583"
"58","9130"
"58","10465"
"60","14270"
"60","15344"
"60","15824"
"60","17952"
"61","15606"
"61","5124"
"61","5978"
"61","16005"
"62","8408"
"62","13131"
"62","1375"
"62","19563"
"62","10834"
"63","2443"
"63","8589"
"63","14658"
"63","13217"
"63","18784"
"63","19874"
"63","2641"
"64","5222"
"64","11969"
"64","7308"
"64","11326"
"64","4060"
"64","15304"
"64","7324"
"64","15008"
"64","14198"
"65","5951"
"65","12135"
"67","10132"
"67","3812"
"67","3008"
"67","8450"
"67","1752"
"68","2660"
"68","894"
"68","12599"
"68","13345"
"68","6252"
"68","13457"
"68","15756"
"68","504"
"69","15532"
"69","5025"
"69","16360"
"69","195"
"69","2060"
"69","7259"
"69","6533"
"69","1553"
"69","3402"
"70","16688"
"70","9205"
"70","14758"
"70","10987"
"71","13659"
"71","15700"
"71","13018"
"71","8150"
"71","7464"
"71","11448"
"71","16629"
"71","8575"
"73","16878"
"73","3600"
"73","9976"
"73","8362"
"73","4314"
"73","3217"
"74","13527"
"74","11156"
"74","3075"
"74","6143"
"74","10444"
"74","11868"
"74","19101"
"75","3614"
"75","16544"
"75","6371"
"75","15034"
"76","6960"
"77","4732"
"77","15059"
"78","10187"
"78","5790"
"78","12315"
"78","14344"
"78","12234"
"79","6109"
"79","2443"
"80","8327"
"80","5281"
"80","1949"
"80","13532"
"80","12034"
"80","8707"
"80","1174"
"80","18086"
"80","15860"
"81","7997"
"81","14616"
"81","10165"
"81","8854"
"81","6532"
"81","6898"
"81","1735"
"82","18182"
"82","14192"
"82","7449"
"82","12518"
"82","12884"
"82","15647"
"82","2490"
"83","9996"
"83","18060"
"83","3947"
"83","5683"
"84","19853"
"84","7327"
"84","6927"
"84","7761"
"84","12696"
"84","16750"
"84","7050"
"85","18544"
"85","3723"
"85","8691"
"85","9918"
"85","11765"
"87","4152"
"88","14224"
"89","4510"
"89","3039"
"89","7166"
"91","5390"
"91","4800"
"91","8333"
"91","3124"
"91","18868"
"91","2322"
"91","17998"
"91","95"
"92","2915"
"92","7667"
"93","17004"
"93","19438"
"93","13663"
"93","19842"
"93","9934"
"93","5279"
"93","18678"
"94","7208"
"95","12690"
"95","19619"
"95","6435"
"95","4619"
"96","6309"
"96","4051"
"96","5682"
"96","306"
"96","5636"
"96","4176"
"97","3654"
"97","7643"
"97","8555"
"98","19227"
"98","5504"
"98","14448"
"99","16391"
"99","7939"
"99","585"
"99","9467"
"100","6646"
"101","13075"
"101","16201"
"101","8066"
"101","13789"
"101","18900"
"101","9821"
"101","4897"
"101","19193"
"102","408"
"102","12367"
"102","19946"
"102","1883"
"102","12697"
"103","9888"
"103","3249"
"103","4421"
"103","11380"
"103","19456"
"103","19205"
"103","1482"
"103","13132"
"104","16082"
"104","18103"
"104","8102"
"105","4448"
"105","10146"
"105","5304"
"105","16062"
"105","18545"
"105","12888"
"105","3213"
"106","15309"
"106","11465"
"106","10192"
"106","10894"
"106","16924"
"106","674"
"107","7527"
"107","16712"
"107","11254"
"107","15066"
"108","13347"
"108","2695"
"108","3191"
"109","8395"
"109","7748"
"109","9038"
"110","6123"
"110","5411"
"111","13462"
"111","5205"
"111","16339"
"111","9912"
"111","7928"
"111","11460"
"112","19033"
"112","6968"
"112","13591"
"112","5428"
"112","11328"
"112","14884"
"112","1417"
"113","5504"
"113","7627"
"113","19313"
"113","1225"
"113","3904"
"113","4746"
"113","11749"
"115","2357"
"116","4508"
"116","10181"
"116","2970"
"116","3271"
"116","11693"
"116","7114"
"116","8838"
"116","2302"
"117","18008"
"117","2977"
"117","12262"
"117","12273"
"118","11086"
"119","7639"
"119","14945"
"119","3249"
"119","5688"
"119","12283"
"119","16490"
"119","12583"
"119","18181"
"120","4527"
"121","17922"
"121","3616"
"122","7614"
"122","11491"
"122","5310"
"122","8980"
"122","12151"
"122","14214"
"122","15180"
"122","15503"
"123","19429"
"123","2912"
"123","6320"
"123","11665"
"123","13761"
"124","7010"
"124","6612"
"124","8077"
"124","3288"
"124","165"
"124","230"
"126","5932"
"127","17122"
"127","492"
"128","12940"
"128","9851"
"128","17466"
"128","16438"
"128","17081"
"128","932"
"128","5879"
"129","2726"
"129","12299"
"129","11278"
"129","2274"
"130","4899"
"130","16277"
"130","10908"
"130","5103"
"130","11278"
"131","5909"
"131","18302"
"132","12241"
"132","3075"
"132","18140"
"132","3558"
"132","15831"
"132","18694"
"132","18969"
"133","19185"
"133","15995"
"133","9122"
"133","11167"
"133","17333"
"133","10255"
"133","4983"
"134","4195"
"136","10031"
"136","2970"
"136","913"
"136","7760"
"137","13606"
"138","15836"
"138","19968"
"138","10393"
"138","14554"
"138","17030"
"138","8678"
"138","14546"
"139","6958"
"140","1618"
"140","15098"
"140","11958"
"142","10402"
"142","15603"
"142","17165"
"142","17630"
"142","6476"
"142","16379"
"142","5439"
"142","12208"
"142","7709"
"143","412"
"143","15651"
"143","9055"
"143","7731"
"143","7791"
"144","2746"
"144","4465"
"145","14458"
"145","12908"
"145","8708"
"145","8601"
"145","10680"
"145","15630"
"145","4094"
"146","7901"
"146","8200"
"146","18832"
"146","15793"
"146","9054"
"146","15456"
"147","19121"
"147","18851"
"147","8931"
"147","199"
"147","7456"
"147","19315"
"147","11062"
"147","4334"
"147","7285"
"148","440"
"148","12348"
"148","12167"
"148","19646"
"148","18876"
"149","16192"
"149","7730"
"149","11323"
"149","7306"
"149","182"
"149","19249"
"150","13508"
"150","7965"
"150","7437"
"152","10654"
"152","10398"
"152","14848"
"152","1778"
"152","13301"
"153","3788"
"153","10661"
"153","13326"
"153","8943"
"153","1564"
"153","5947"
"154","11244"
"154","6769"
"154","1742"
"154","12531"
"155","1361"
"156","13459"
"156","14149"
"156","12675"
"156","10001"
"156","8518"
"156","4551"
"157","1110"
"157","14670"
"157","13656"
"157","720"
"157","3653"
"157","5737"
"157","6842"
"159","12771"
"159","2093"
"160","8412"
"160","3065"
"161","5351"
"162","9259"
"162","5828"
"162","7249"
"162","8520"
"162","16702"
"162","4308"
"162","8207"
"163","14852"
"163","4215"
"164","8529"
"164","7494"
"164","7316"
"164","15800"
"164","17021"
"164","175"
"164","9947"
"165","7504"
"165","10284"
"165","5947"
"165","4584"
"165","13121"
"167","15127"
"167","18676"
"168","359"
"168","11661"
"168","6790"
"168","2614"
"168","2507"
"168","5504"
"168","18272"
"168","7817"
"169","3197"
"169","14270"
"169","18655"
"169","8700"
"169","17379"
"169","19253"
"169","19934"
"169","2782"
"170","2819"
"170","368"
"170","17159"
"170","13338"
"170","2458"
"170","14937"
"170","11250"
"170","13234"
"170","18233"
"171","18634"
"171","6622"
"171","8313"
"171","16779"
"172","4317"
"172","18595"
"172","18043"
"172","10785"
"172","15665"
"172","15885"
"172","548"
"172","3465"
"173","15964"
"173","2451"
"174","5452"
"174","2048"
"174","15778"
"174","16110"
"174","9682"
"175","3646"
"175","5455"
"175","9718"
"175","648"
"175","4063"
"175","16799"
"175","13023"
"176","14796"
"176","3323"
"176","7939"
"176","12453"
"177","3083"
"177","3043"
"178","6801"
"178","19582"
"179","16525"
"179","11183"
"179","2404"
"180","801"
"180","7590"
"180","9720"
"180","1117"
"180","950"
"180","19928"
"181","12406"
"181","14261"
"181","6685"
"181","2306"
"181","7534"
"181","19818"
"182","12132"
"182","12360"
"182","2769"
"182","1145"
"182","15934"
"182","5962"
"182","13733"
"183","11141"
